Table Name,Field Name,Field Description
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Created Date,The date the Client record was created.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Updated Date,The date the Client record was last updated.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Programs,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Teams,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Referral NPI,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Referral NPI Link,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Age Group,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Age Group Sort Order,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Age In Years Old,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client ID FA0,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client ID FA1,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Schedule (1st Available),
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Add Service,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Allergies,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Amendments,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Attachments,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Authorizations,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Bed Assignments,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Client Profile Extended,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Contacts,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Claims,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Links,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Clinical Support,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Tx Plan (Credible Plan),
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Dashboard,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Diagnosis,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link eMAR Group,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link eMAR,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Employee Assignments,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Episodes,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link External Providers,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Family,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Form Groups,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link GeoAreeas,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Implantable Devices,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Insurance,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Ledger,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Liability,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Log,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Medical Profile,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Medications,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Notes,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Notification,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Orders,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Overview,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Payments,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Payment Plans,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Program,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Profile,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Schedule,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Service List,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Schedule Grp,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Team,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Users,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Link Warnings,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Assigned Users Active Primary Count,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Assigned Users Primary Count,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Assigned Employees Primary,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Assigned Users Primary,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Assigned Users Active Primary,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Primary ID Fuzzy A0,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Primary 1,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Primary 2,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Primary City,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Primary State,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Primary Zip,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Primary County,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Primary Country,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Billing 1,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Billing 2,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Billing City,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Billing State,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Billing Zip,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Billing County,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Address Billing Country,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Phone Home Fuzzy A0,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Phone Home,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Phone Mobile Fuzzy A0,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_CLIENTS,Client Phone Mobile,
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_USERS,User ID,Unique ID of the User.
_MDD_JCT_CREDIBLE_PROGRAM_MEMBERSHIP_USERS,Program ID,Unique ID of the Program.
_MDD_JCT_CREDIBLE_RACE,Race ID,Unique ID of the Race.
_MDD_JCT_CREDIBLE_RACE,Race ID Fuzzy A0,
_MDD_JCT_CREDIBLE_RACE,Object Category,
_MDD_JCT_CREDIBLE_RACE,Object Category ID,Unique ID of the Object Category.
_MDD_JCT_CREDIBLE_RACE,Object ID,Unique ID of the Object.
_MDD_JCT_CREDIBLE_RACE,Race Type,
_MDD_JCT_CREDIBLE_RACE,Race Lookup ID,Unique ID of the Race Lookup.
_MDD_JCT_CREDIBLE_RACE,Race,
_MDD_JCT_CREDIBLE_RACE,Race Type ID,Unique ID of the Race Type.
_MDD_JCT_CREDIBLE_RACE_CLIENT_1,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_RACE_CLIENT_1,Client Race 1 ID Fuzzy A0,
_MDD_JCT_CREDIBLE_RACE_CLIENT_1,Client Race 1,
_MDD_JCT_CREDIBLE_RACE_CLIENT_2,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_RACE_CLIENT_2,Client Race 1 ID Fuzzy A0,
_MDD_JCT_CREDIBLE_RACE_CLIENT_2,Client Race 2,
_MDD_JCT_CREDIBLE_RACE_CLIENT_3,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_RACE_CLIENT_3,Client Race 1 ID Fuzzy A0,
_MDD_JCT_CREDIBLE_RACE_CLIENT_3,Client Race 3,
_MDD_JCT_CREDIBLE_RACE_CLIENT_4,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_RACE_CLIENT_4,Client Race 1 ID Fuzzy A0,
_MDD_JCT_CREDIBLE_RACE_CLIENT_4,Client Race 3,
_MDD_JCT_CREDIBLE_RECIPIENTS,Recipient ID,Unique ID of the Recipient.
_MDD_JCT_CREDIBLE_RECIPIENTS,Recipient Code,
_MDD_JCT_CREDIBLE_RECIPIENTS,Recipient Name,
_MDD_JCT_CREDIBLE_RLS_BY_CLIENT_ASSIGNMENT,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_RLS_BY_CLIENT_ASSIGNMENT,RLS String,
_MDD_JCT_CREDIBLE_RLS_BY_CLIENT_ASSIGNMENT_WITH_SUP,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_RLS_BY_CLIENT_ASSIGNMENT_WITH_SUP,RLS String,
_MDD_JCT_CREDIBLE_RLS_BY_CREDIBLE_MIRROR,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_RLS_BY_CREDIBLE_MIRROR,RLS String,
_MDD_JCT_CREDIBLE_RLS_BY_CREDIBLE_MIRROR_WITH_SUP,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_RLS_BY_CREDIBLE_MIRROR_WITH_SUP,RLS String,
_MDD_JCT_CREDIBLE_RLS_BY_EMPLOYEE_SUPERVISOR,User ID,Unique ID of the User.
_MDD_JCT_CREDIBLE_RLS_BY_EMPLOYEE_SUPERVISOR,RLS String,
_MDD_JCT_CREDIBLE_RLS_BY_PROGRAM_ASSIGNMENT,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_RLS_BY_PROGRAM_ASSIGNMENT,RLS String,
_MDD_JCT_CREDIBLE_RLS_BY_PROGRAM_ASSIGNMENT_WITH_SUP,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_RLS_BY_PROGRAM_ASSIGNMENT_WITH_SUP,RLS String,
_MDD_JCT_CREDIBLE_RLS_CLIENT_HIERARCHY,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_RLS_CLIENT_HIERARCHY,User ID,Unique ID of the User.
_MDD_JCT_CREDIBLE_RLS_MIRROR_HIERARCHY,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_RLS_MIRROR_HIERARCHY,User ID,Unique ID of the User.
_MDD_JCT_CREDIBLE_RLS_PROGRAM_HIERARCHY,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_RLS_PROGRAM_HIERARCHY,User ID,Unique ID of the User.
_MDD_JCT_CREDIBLE_RLS_SUPERVISORY_HIERARCHY,User ID,Unique ID of the User.
_MDD_JCT_CREDIBLE_RLS_SUPERVISORY_HIERARCHY,Supervisor User ID,Unique ID of the Supervisor User.
_MDD_JCT_CREDIBLE_RLS_UPNS,User ID,Unique ID of the User.
_MDD_JCT_CREDIBLE_RLS_UPNS,User Email Primary,
_MDD_JCT_CREDIBLE_SCHEDULER,Plan ID,Unique ID of the Plan.
_MDD_JCT_CREDIBLE_SCHEDULER,Client ID,Unique ID of the Client.
_MDD_JCT_CREDIBLE_SCHEDULER,Program ID,Unique ID of the Program.
_MDD_JCT_CREDIBLE_SCHEDULER,Appointment Start,
_MDD_JCT_CREDIBLE_SCHEDULER,Appointment End,
_MDD_JCT_CREDIBLE_SCHEDULER,Appointment Start Date,
_MDD_JCT_CREDIBLE_SUPERVISORY_RELATIONSHIPS,Supervisor User ID,Unique ID of the Supervisor User.
_MDD_JCT_CREDIBLE_SUPERVISORY_RELATIONSHIPS,User ID,Unique ID of the User.
_MDD_JCT_CREDIBLE_SUPERVISORY_RELATIONSHIPS,Supervisory Relationship Type,
_MDD_JCT_CREDIBLE_SUPERVISORY_RELATIONSHIPS,Supervisor Name,
_MDD_JCT_CREDIBLE_SUPERVISORY_RELATIONSHIPS,Supervisor Email Primary,
_MDD_JCT_CREDIBLE_SUPERVISORY_RELATIONSHIPS,Supervisor Job Title,
_MDD_JCT_CREDIBLE_SUPERVISORY_RELATIONSHIPS,Employee Name,
_MDD_JCT_CREDIBLE_SUPERVISORY_RELATIONSHIPS,Employee Email Primary,
_MDD_JCT_CREDIBLE_SUPERVISORY_RELATIONSHIPS,Employee Job Title,
_MDD_JCT_CREDIBLE_TEAMS,Team ID,Unique ID of the Team.
_MDD_JCT_CREDIBLE_TEAMS,Team ID External,The unique ID of the entity in an external system.
_MDD_JCT_CREDIBLE_TEAMS,Team Name,
_MDD_JCT_CREDIBLE_TEAMS,Team Is Residential,
_MDD_JCT_CREDIBLE_TEAMS,Team Tx Setting,The treatment setting of a given time span. Options are inpatient or outpatient.
_MDD_JCT_CREDIBLE_TEAMS,Team Created Date,The date the Team record was created.
_MDD_JCT_CREDIBLE_TEAMS,Team Created Date Fiscal Year,
_MDD_JCT_CREDIBLE_TEAMS,Team Created By Employee ID,Unique ID of the Team Created By Employee.
_MDD_JCT_CREDIBLE_TEAMS,Team Updated Date,The date the Team record was last updated.
_MDD_JCT_CREDIBLE_TEAMS,Team Updated Date Fiscal Year,
_MDD_JCT_CREDIBLE_TEAMS,Team Updated By Employee ID,Unique ID of the Team Updated By Employee.
_MDD_JCT_CREDIBLE_TEAMS,Team Address 1,
_MDD_JCT_CREDIBLE_TEAMS,Team Address 2,
_MDD_JCT_CREDIBLE_TEAMS,Team Address City,
_MDD_JCT_CREDIBLE_TEAMS,Team Address State,
_MDD_JCT_CREDIBLE_TEAMS,Team Address Zip,
_MDD_JCT_CREDIBLE_TEAMS,Team Address Country,
_MDD_JCT_CREDIBLE_TEAMS,Team Phone Work,
_MDD_JCT_CREDIBLE_TEAMS,Team Phone Fax,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User ID,Unique ID of the Team Leader User.
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User ID External,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Status,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Status ID,Unique ID of the Team Leader User Status.
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Employment Status,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Account Enabled,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Name First & Last,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Name Last & First,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader Employee Name First & Last & Employee ID,Unique ID of the Team Leader Employee Name First & Last & Employee.
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Name First & Last & User ID,Unique ID of the Team Leader User Name First & Last & User.
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Name First & Last w/Initial,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Name Last & First w/Initial,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Name Initials,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Name Middle,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Name First,The team leader user's first name.
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Name Last,The team leader user's last name.
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Job Title,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Job Title ID,Unique ID of the Team Leader User Job Title.
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Email Primary,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Email Secondary,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Username,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Username SSO,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Username SSO PIN Set,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User DOB,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Age in Hours,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Age in Days,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Age in Months,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Age in Years,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Age In Years Old,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Hire Date,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Hire Date Fiscal Year,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Termination Date,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Termination Date Fiscal Year,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Termination Status,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Tenure Today Days,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Tenure Today Years,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Role,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Last Login,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Next Lockout Date,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Next Lockout Days Away,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Last Login Days Ago,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Is Vendor User,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Is External User,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Is Vendor,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Is External,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Address 1,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Address 2,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Address City,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Address State,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Address Zip,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Address Country,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Phone Home,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Phone Work,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Phone Cell,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Phone Emergency,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Phone Fax,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Notes,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Gender,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Gender ID,Unique ID of the Team Leader User Gender.
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Gender Identity,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Gender Identity ID,Unique ID of the Team Leader User Gender Identity.
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Created Date,The date the Team Leader User record was created.
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Created By User ID,Unique ID of the Team Leader User Created By User.
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Updated Date,The date the Team Leader User record was last updated.
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Department,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Company,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Employment Type,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Client Assignment Active Primary Count,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User ID Provider Number,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User NPI Number,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Role Client Care,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User NPI Number Link,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Add Service,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Admin Time,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Attachments,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Billing Groups,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Client Note Log,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Client,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Config,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Credentials,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Dashboard,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link eMAR,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link eMAR Group,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Forms,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link GeoAreas,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Log,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Login,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Medications,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Message Log,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link MessagingHub,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Notes,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Notification,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Overview,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Password,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Provider Profile,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Profile,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Program,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Schedule,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Service List,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Supervisor,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Team,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link To Do List,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Work Hours,
_MDD_JCT_CREDIBLE_TEAMS,Team Leader User Link Work Sched,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team ID,Unique ID of the Team.
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,User ID,Unique ID of the User.
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Membership User Is Team Leader,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Membership Is Primary for User,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Membership Is Inactive,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team ID External,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Name,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Is Residential,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Tx Setting,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Created Date,The date the Team record was created.
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Created Date Fiscal Year,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Created By Employee ID,Unique ID of the Team Created By Employee.
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Updated Date,The date the Team record was last updated.
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Updated Date Fiscal Year,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Updated By Employee ID,Unique ID of the Team Updated By Employee.
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Address 1,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Address 2,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Address City,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Address State,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Address Zip,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Address Country,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Phone Work,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Phone Fax,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User ID,Unique ID of the Team Leader User.
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User ID External,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User Status,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User Status ID,Unique ID of the Team Leader User Status.
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User Employment Status,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User Account Enabled,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User Name First & Last,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User Name Last & First,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader Employee Name First & Last & Employee ID,Unique ID of the Team Leader Employee Name First & Last & Employee.
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User Name First & Last & User ID,Unique ID of the Team Leader User Name First & Last & User.
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User Name First & Last w/Initial,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User Name Last & First w/Initial,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User Name Initials,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User Name Middle,
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User Name First,The team leader user's first name.
_MDD_JCT_CREDIBLE_TEAM_MEMBERSHIPS_USERS,Team Leader User Name Last,The team leader user's last name.
